MONTOAPROBADO;CALIFICACION_TOTAL;INGRESONETOCLIENTE;TUVOMORA
301942;677;1000;0
301942;678;73000;1
301942;680;0;1
301942;681;0;1
301942;681;96000;0
301942;682;0;0
301942;682;0;1
301942;684;0;0
301942;684;-60500;1
301942;686;0;0
301942;686;60000;1
301942;686;168150;1
301942;687;0;0
301942;688;0;1
301942;693;0;1
301942;699;193500;1
301942;700;0;1
301942;701;0;0
301942;702;0;0
301942;707;-8900;1
301942;711;-22800;1
301942;712;0;1
301942;716;-10100;1
301942;717;0;1
301942;718;20000;1
301942;718;16000;1
301942;719;26200;1
301942;721;0;1
301942;724;59000;0
301942;725;0;1
301942;727;0;1
301942;728;13750;0
301942;731;-19800;1
301942;734;124000;0
301942;738;16000;1
301942;746;0;1
301942;756;29900;0
301942;768;193500;1
301942;771;-8900;1
301942;795;23500;1
301961;744;-37000;1
301974;698;25000;1
301974;719;25000;1
301974;733;70000;1
302000;294;64000;1
302000;627;80000;1
302000;630;88500;0
302000;655;48500;0
302000;661;168000;1
302000;665;78100;0
302000;699;59000;1
302039;711;50000;0
302039;724;45200;1
302100;655;240000;0
302136;619;40000;0
302400;668;250000;0
302427;599;0;0
302427;619;0;1
302427;628;-15000;1
302427;680;0;0
302427;686;40000;0
302427;693;0;1
302427;700;26000;1
302427;701;0;0
302427;709;190000;0
302427;715;-71300;0
302427;718;0;0
302427;725;0;1
302427;730;-71300;0
302427;731;141000;0
302427;751;190000;0
302427;769;26000;1
302439;765;-4800;0
302500;696;54600;0
302718;662;-60000;0
302913;591;46350;1
302913;607;0;0
302913;613;34800;1
302913;619;0;0
302913;632;0;1
302913;637;0;1
302913;653;0;1
302913;657;65500;0
302913;666;65500;0
302913;674;0;1
302913;681;-25800;0
302913;685;-8000;1
302913;685;22500;1
302913;686;0;1
302913;687;0;1
302913;692;51200;1
302913;696;51200;1
302913;717;67000;1
302913;729;22500;0
302913;741;122000;1
302941;658;100000;1
302941;666;8000;1
302941;673;30000;1
302941;681;0;1
302941;681;34600;1
302941;685;80000;1
302941;719;15000;1
302941;728;-27800;1
302941;729;72500;1
302941;741;561500;0
302941;749;561500;0
302941;776;24000;1
303000;785;-50100;1
303010;605;0;1
303010;683;0;0
303010;699;0;0
303107;595;0;1
303107;637;0;0
303107;637;0;1
303107;642;0;1
303107;657;0;1
303107;664;0;1
303107;666;0;0
303107;684;0;1
303107;686;-14700;1
303107;691;-14700;1
303107;695;0;1
303107;701;0;1
303107;707;60000;1
303107;709;0;1
303200;695;230000;0
303204;637;0;0
303204;645;41000;0
303204;655;0;0
303204;679;34000;0
303204;686;0;0
303204;698;-29800;1
303204;718;0;0
303204;749;754100;1
303398;628;0;0
303398;637;0;0
303398;640;0;0
303398;649;0;0
303398;655;-1000;0
303398;657;0;0
303398;662;15000;0
303398;666;30000;0
303398;679;0;0
303398;680;0;0
303398;683;0;0
303398;685;0;1
303398;686;0;0
303398;687;0;0
303398;691;0;1
303398;693;0;0
303398;695;0;0
303398;695;0;1
303398;697;-16000;0
303398;700;0;1
303398;701;32000;0
303398;707;0;0
303398;713;15000;0
303398;716;308000;0
303398;733;20000;1
303398;734;-4800;0
303448;737;38000;1
303495;621;-24200;1
303495;631;-24200;1
303495;637;0;1
303495;640;0;1
303495;651;0;1
303495;695;0;1
303495;747;0;1
303922;659;0;1
303922;669;40000;1
303922;669;75000;1
303922;700;58000;1
303922;710;57700;1
303922;717;68000;1
303922;718;50000;0
303922;729;-50000;1
303922;732;71000;1
303922;732;105000;1
303922;732;1951000;1
303922;743;60000;1
303922;763;60000;1
303922;818;45000;1
303922;854;45000;1
304000;647;262500;1
304100;657;25000;0
304369;683;95000;0
304390;761;35000;1
304412;697;-38500;1
304478;731;48800;1
304478;792;55100;1
304804;714;55200;1
304854;649;0;0
304854;686;70500;1
304854;713;-17800;0
304854;713;67900;1
304902;681;8700;1
304902;718;169000;0
304902;730;31000;1
304902;735;98400;1
304902;824;31000;1
304902;839;98400;1
304951;672;50000;1
305000;615;290000;0
305000;661;-13000;1
305000;698;59000;0
305000;708;52000;1
305000;734;42000;1
305000;737;-14000;1
305000;757;-14000;1
305049;663;0;0
305098;664;-2000;1
305098;676;127300;0
305146;680;0;0
305340;686;-223000;0
305392;714;132000;1
305392;760;47500;0
305392;849;47500;0
305500;764;40000;1
305825;593;0;0
305825;599;10000;0
305825;619;0;0
305825;622;0;0
305825;637;0;0
305825;637;0;1
305825;640;81000;1
305825;643;0;0
305825;644;0;1
305825;647;31000;1
305825;651;0;0
305825;655;34950;1
305825;657;0;1
305825;658;48000;0
305825;662;-17500;0
305825;668;0;1
305825;671;0;0
305825;674;34000;0
305825;677;0;1
305825;682;0;1
305825;684;41000;0
305825;686;25000;0
305825;686;41000;0
305825;693;50000;1
305825;698;65000;1
305825;700;43600;1
305825;701;0;0
305825;704;53000;1
305825;707;0;0
305825;713;0;0
305825;717;141300;1
305825;720;43600;1
305825;720;53000;1
305825;725;115000;1
305825;743;27000;1
305825;748;0;0
305825;761;340500;1
305825;764;41300;1
305825;770;19000;1
305825;772;67000;1
305825;776;67000;1
305825;779;53000;1
305825;785;1170500;1
305825;786;141300;1
305825;806;53000;1
305825;813;1874600;1
305825;820;1912600;1
305825;832;27000;1
305825;843;38000;1
305825;846;19000;1
305882;686;38000;1
305882;687;47500;1
305882;698;37000;1
305882;730;37000;1
305882;736;38000;1
305980;716;26000;1
306000;266;62800;1
306000;300;62800;1
306000;314;42400;1
306000;625;62500;0
306000;627;50000;0
306000;669;80000;1
306000;689;62500;0
306000;698;67700;1
306000;714;160000;1
306341;682;-21900;1
306471;689;67300;1
306471;691;40000;1
306471;705;-186000;0
306471;715;19100;0
306471;725;19100;0
306569;691;28150;1
306765;687;27000;1
306765;707;27000;1
306765;725;50500;1
306796;686;-24300;1
306796;688;-15000;1
306796;693;-15000;1
306796;696;-15000;1
306863;649;35000;1
306863;681;45000;1
306863;689;-121800;1
306863;758;25000;0
306863;832;55000;1
306863;839;25000;0
306863;844;55000;1
306961;761;148000;0
307282;599;0;1
307282;637;0;0
307282;651;0;0
307282;658;0;0
307438;725;118000;0
307600;748;-66500;1
307692;681;200900;1
307692;741;200900;1
307767;619;0;1
307767;683;0;0
307767;683;0;1
307767;687;0;1
307767;695;0;1
307767;707;0;1
307843;653;65000;1
307843;698;25000;1
307843;716;-27000;1
307843;718;25000;1
308000;701;0;1
308000;712;0;1
308000;738;0;1
308039;714;98000;1
308039;718;89000;1
308137;668;37400;1
308235;691;65000;1
308235;707;65000;1
308252;637;0;0
308252;680;0;0
308252;692;0;0
308252;695;0;0
308252;796;0;0
308293;668;30000;1
308333;672;32700;1
308333;718;32700;1
308333;754;12000;1
308416;733;150000;1
308458;732;-41000;1
308738;663;68000;1
308738;683;39000;1
308738;686;0;1
308738;697;268000;1
308738;710;103500;1
308738;715;103500;1
308738;721;68000;1
308738;765;268000;1
308738;777;39000;1
308738;840;40000;1
308738;844;40000;1
308824;695;62900;1
308824;712;32000;1
308824;718;74000;1
308824;720;59000;1
308824;737;31000;0
308824;886;31000;0
309000;313;-31800;1
309000;330;-31800;1
309029;597;0;0
309804;736;31000;1
310000;308;27000;1
310000;319;60000;1
310000;332;27000;1
310000;333;-39900;1
310000;346;-39900;1
310000;346;-34300;1
310000;348;114000;0
310000;378;28000;1
310000;561;80000;0
310000;627;35000;1
310000;636;0;0
310000;652;-32000;1
310000;653;30000;0
310000;658;61200;1
310000;661;13200;1
310000;664;-26200;1
310000;668;51500;0
310000;675;35000;1
310000;678;64000;1
310000;680;39800;1
310000;681;15000;0
310000;682;0;0
310000;687;-26200;1
310000;687;63000;1
310000;689;48500;1
310000;692;-77000;1
310000;697;26000;1
310000;701;-38000;1
310000;704;-55800;1
310000;706;52000;1
310000;714;-91100;0
310000;715;-38000;1
310000;717;0;1
310000;718;30000;0
310000;718;0;1
310000;720;-26800;1
310000;721;141000;1
310000;722;93100;1
310000;724;-121900;1
310000;724;156000;1
310000;725;23000;1
310000;729;84000;1
310000;731;20000;1
310000;731;-17800;1
310000;732;0;1
310000;733;77000;1
310000;736;283000;1
310000;736;63800;1
310000;737;44000;1
310000;738;132500;0
310000;738;63000;1
310000;743;44000;1
310000;752;94000;1
310000;760;-19500;1
310000;761;186100;0
310000;761;130000;1
310000;764;103500;1
310000;767;20000;1
310000;768;103500;1
310000;769;48000;1
310000;784;5171000;1
310000;794;119700;1
310000;813;63800;1
310000;818;45000;0
310000;849;20000;1
310000;879;48000;1
310097;705;-7000;1
310097;778;-7000;1
310097;780;1173600;1
310194;681;0;1
310194;717;0;1
310291;669;0;1
310294;669;2500;0
310500;747;31500;0
310680;593;32500;1
310680;599;0;1
310680;607;0;0
310680;613;0;1
310680;616;0;1
310680;626;0;1
310680;627;35800;1
310680;628;28800;1
310680;636;79600;1
310680;637;25000;0
310680;637;0;1
310680;637;28800;1
310680;637;30000;0
310680;637;28000;1
310680;641;30000;1
310680;651;28000;1
310680;655;-41000;0
310680;657;25000;0
310680;657;0;1
310680;658;0;0
310680;660;91000;1
310680;661;0;1
310680;662;120000;0
310680;663;0;1
310680;666;-80000;1
310680;666;120000;0
310680;666;192000;0
310680;668;0;0
310680;671;0;1
310680;672;-41000;1
310680;673;-36000;0
310680;674;0;0
310680;674;-6000;1
310680;675;-8000;0
310680;675;30000;1
310680;675;26600;1
310680;676;42400;0
310680;676;0;1
310680;677;42200;1
310680;679;0;0
310680;680;-41800;0
310680;681;0;0
310680;681;0;1
310680;682;-24100;0
310680;683;-48500;1
310680;684;0;1
310680;685;44000;1
310680;686;0;0
310680;686;-11500;1
310680;687;60000;1
310680;688;42000;1
310680;689;73000;1
310680;690;55000;0
310680;690;0;1
310680;691;0;0
310680;693;0;1
310680;695;-25000;1
310680;698;0;0
310680;698;0;1
310680;699;0;1
310680;700;0;0
310680;704;75000;1
310680;706;30000;0
310680;707;25000;1
310680;709;58500;1
310680;710;-25000;1
310680;711;-36000;0
310680;713;-143800;1
310680;714;58000;1
310680;716;60000;1
310680;722;28000;0
310680;728;105000;0
310680;729;89000;1
310680;729;27900;1
310680;730;-314344;1
310680;730;-80300;1
310680;730;175400;1
310680;737;0;0
310680;748;-49800;0
310680;750;91000;0
310680;751;219000;1
310680;756;57000;1
310680;759;0;1
310680;761;25200;0
310680;766;0;0
310680;769;1178000;1
310680;784;391400;1
310680;792;-143800;1
310680;805;165000;1
310680;806;219000;1
310680;811;91000;0
310680;813;73000;1
310680;819;1178000;1
310784;718;86700;1
311000;668;33000;0
311600;725;54600;1
311650;673;21000;1
311650;683;21000;1
311650;685;-58000;0
311650;687;31000;1
311650;694;43600;1
311650;700;43600;1
311650;703;34000;1
311650;711;-58000;0
311650;717;-58000;0
311650;726;31000;1
311650;747;35287;1
311650;753;1416000;1
311650;759;34000;1
311650;825;1416000;1
312195;731;-21800;1
312500;653;163300;0
312621;679;60000;1
312647;757;70000;1
312647;763;70000;1
312718;681;0;0
312718;685;0;0
312718;699;0;0
312745;718;30000;1
313107;607;0;0
313107;663;0;0
313107;673;45000;0
313107;681;45000;0
313107;686;0;0
313107;688;48500;1
313107;692;64000;1
313107;699;45000;1
313107;706;48500;1
313107;712;64000;1
313107;735;0;0
313107;741;45000;0
313107;744;45000;0
313171;719;129000;1
313627;676;45000;1
313627;687;45000;1
313627;699;175000;1
313627;701;65000;1
313627;701;82000;0
313627;719;65000;1
313627;719;82000;0
313627;732;56300;1
313627;736;96300;1
313627;744;90000;1
313627;745;-19800;1
313627;747;90000;1
313627;756;40000;1
313627;757;38000;1
313627;763;38000;1
313627;811;28170;0
313726;705;70000;1
313726;763;48500;1
313824;675;0;0
313824;679;0;1
313824;681;-15000;1
313824;708;-35000;1
313824;724;-66700;1
313922;743;14500;1
313922;752;14500;1
313981;677;20000;1
314563;666;27200;1
314563;668;57000;1
314563;682;27000;1
314563;684;111000;1
314563;686;0;1
314563;693;29000;1
314563;693;60000;1
314563;696;35000;1
314563;698;55000;1
314563;699;31000;1
314563;703;33000;1
314563;707;31000;1
314563;713;29000;1
314563;719;35800;1
314563;728;50000;0
314563;756;35000;1
314563;763;644500;1
314563;772;33000;1
314563;777;55000;1
314563;781;60000;1
314706;685;100000;1
314706;697;100000;1
314706;732;70000;1
314706;764;-30000;1
314951;674;11500;1
315000;269;27000;1
315000;624;41000;0
315000;677;20000;0
315000;687;121500;0
315049;637;53000;0
315049;657;53000;0
315049;689;32200;1
315049;754;32200;1
315294;795;22000;1
315534;613;19300;1
315534;657;25000;1
315534;672;25000;1
315534;679;0;1
315534;683;-24000;1
315534;690;0;0
315534;709;0;0
315534;717;0;1
315534;721;1904000;0
315534;745;82000;0
315534;750;81000;1
315534;750;130400;1
315534;756;38000;1
315534;772;62200;1
315534;776;62200;1
315534;787;38000;1
315700;373;74700;1
316000;294;18000;0
316000;626;84500;0
316000;765;-30000;1
316019;627;27900;0
316019;635;27900;0
316505;619;0;1
316505;656;97000;1
316505;693;26500;0
316505;702;-27500;1
316505;708;-27500;1
316505;715;24500;1
316505;723;37000;1
316505;731;26500;0
316505;741;70000;1
316796;743;39000;1
316990;685;0;1
316990;686;0;1
317087;680;0;1
317476;676;96000;1
317961;686;0;0
317961;769;0;0
318000;673;21000;0
318000;743;39200;1
318039;638;29900;1
318049;712;-42411;1
318058;637;0;1
318058;669;0;1
318155;689;73000;1
318155;762;73000;1
318252;637;0;0
318252;660;0;0
318447;693;0;0
318447;704;-21350;1
318447;714;43000;1
318447;719;0;0
318447;768;68000;1
318447;770;68000;1
318447;780;47500;1
318641;756;40000;1
318641;813;40000;1
318900;697;72300;1
318932;693;0;0
318932;702;0;0
319029;700;0;1
319029;718;0;1
319417;740;-40000;1
319608;709;140000;0
319608;714;80000;1
319706;687;55000;1
319706;713;55000;1
320000;214;45000;1
320000;328;66500;1
320000;331;45000;1
320000;373;66500;1
320000;388;87700;1
320000;627;30000;1
320000;643;70000;1
320000;645;35400;1
320000;683;35400;1
320000;691;33000;1
320000;693;0;1
320000;703;39000;1
320000;706;45000;1
320000;709;0;1
320000;714;88000;1
320000;721;45000;1
320000;745;170500;1
320000;750;39000;1
320000;757;-30000;1
320000;763;-30000;1
320000;781;-40000;1
320000;789;30000;1
320000;824;12000;0
320000;838;12000;0
320388;599;0;1
320388;604;68000;1
320388;631;0;1
320388;633;32000;1
320388;637;32000;1
320388;638;70000;0
320388;649;-8500;1
320388;656;48462;1
320388;661;30000;1
320388;662;-17000;1
320388;662;-24800;1
320388;668;173000;1
320388;675;30000;1
320388;676;-20000;0
320388;677;65000;0
320388;681;0;0
320388;682;20000;1
320388;683;0;1
320388;686;0;1
320388;691;65000;0
320388;693;-30500;1
320388;699;0;0
320388;703;70000;1
320388;703;-66500;1
320388;706;39000;0
320388;715;136000;1
320388;716;136000;1
320388;728;17000;0
320388;731;-25000;1
320388;739;56500;1
320388;743;56500;1
320388;780;42400;0
320388;787;43500;1
320388;794;41500;0
320500;730;40200;1
320500;737;40200;1
320588;695;93000;1
320874;699;33000;1
320874;749;33000;1
320874;773;33000;1
320874;787;668300;0
321068;682;35000;1
321373;757;162500;1
321373;793;162500;1
321845;652;32000;0
321951;734;87000;1
322000;607;23000;1
322330;668;41500;1
322330;693;30000;1
322330;725;30000;1
322745;698;55000;1
322745;718;55000;1
322816;692;36000;1
322816;718;40000;1
322816;728;36000;1
322816;755;8000;0
322816;789;29200;1
323000;729;61500;1
323100;736;28000;1
323235;738;76800;1
323301;761;23000;1
323301;821;23000;1
323529;659;70000;1
323529;711;58000;1
323700;291;45000;1
323700;325;45000;1
324000;322;20000;1
324000;364;20000;1
324000;622;20000;0
324000;736;49600;1
324000;763;84700;1
324300;636;11800;1
324300;657;11800;1
324500;739;50000;1
324500;798;50000;1
324563;809;36500;0
324757;612;31000;1
325000;679;127000;0
325243;619;34500;1
325243;637;44000;1
325243;669;44000;1
325243;716;80000;0
325243;767;86500;1
325243;791;1420000;1
325243;869;86500;1
325600;707;51000;1
325922;700;39000;1
325922;743;39000;1
326000;595;0;0
326194;708;81000;1
326214;737;961000;0
326214;804;961000;0
326700;671;140000;1
326796;711;40000;1
326796;723;40000;1
326796;757;40000;1
326800;701;33000;1
327000;689;170000;1
327000;705;35000;1
327000;717;35000;1
327000;736;50000;1
327000;772;50000;1
327184;807;921000;1
328000;637;55000;1
328000;657;55000;1
328100;710;48000;1
328100;731;48000;1
328155;767;140000;1
328431;773;-30000;1
329000;653;163300;0
330000;319;20000;0
330000;334;39300;1
330000;337;39300;1
330000;583;0;0
330000;697;20000;0
330000;700;188000;1
330000;714;30000;1
330000;719;118000;1
330000;727;692000;1
330000;753;692000;1
330000;783;100000;1
330097;604;0;1
330097;613;0;1
330097;629;42000;1
330097;646;16500;1
330097;649;24000;1
330097;675;42000;1
330097;677;0;1
330097;684;0;1
330097;692;-22800;1
330097;693;150000;1
330097;694;-22800;1
330097;712;200000;1
330097;722;48500;1
330097;725;55500;1
330097;733;55500;1
330097;808;48500;1
330833;329;20000;1
330900;652;130000;1
331068;728;130000;0
331200;769;47000;1
332000;741;43000;1
332000;773;43000;1
332524;578;0;0
332524;607;0;0
332524;655;0;0
332524;671;34000;0
332524;672;0;0
332524;675;0;1
332524;682;0;0
332524;685;0;0
332524;686;0;0
332524;693;0;0
332524;717;0;0
332524;719;82000;0
332600;710;-44200;1
332600;725;-44200;1
334466;694;42200;0
334466;750;42200;0
334951;686;0;1
334951;689;0;1
334951;693;42670;1
334951;695;0;1
336000;693;180000;1
336000;752;77000;1
336700;599;0;1
337000;688;29800;1
337500;699;126000;1
338000;757;-2000;1
338000;792;-2000;1
339000;663;69500;1
339806;593;38700;1
339806;599;0;1
339806;599;55000;0
339806;603;70100;1
339806;607;121400;1
339806;608;0;1
339806;619;31700;1
339806;623;-70900;1
339806;631;0;0
339806;631;58200;1
339806;633;0;1
339806;637;0;0
339806;637;0;1
339806;637;30800;1
339806;637;38500;1
339806;637;37500;0
339806;642;44000;1
339806;644;142100;0
339806;645;30500;1
339806;646;0;1
339806;646;41500;0
339806;650;-25000;1
339806;651;30500;1
339806;651;31000;0
339806;651;44000;1
339806;655;0;0
339806;657;0;0
339806;657;30800;1
339806;657;38500;1
339806;657;41500;0
339806;659;44000;1
339806;661;109000;1
339806;662;0;0
339806;662;0;1
339806;671;53000;1
339806;674;0;0
339806;674;0;1
339806;675;50000;1
339806;676;38000;1
339806;677;-7000;1
339806;678;40000;1
339806;679;-22000;1
339806;681;85000;0
339806;682;0;0
339806;684;87000;1
339806;686;0;1
339806;686;39500;1
339806;687;705800;0
339806;687;705800;1
339806;687;53500;1
339806;688;152400;1
339806;689;0;1
339806;691;0;0
339806;691;30883100;1
339806;692;39000;0
339806;693;10000;1
339806;693;16000;1
339806;695;46000;1
339806;697;152400;1
339806;698;0;1
339806;699;45400;1
339806;699;-22000;1
339806;702;48800;0
339806;703;45400;1
339806;705;16000;1
339806;706;0;1
339806;706;86000;1
339806;710;0;0
339806;712;39000;0
339806;714;100000;1
339806;714;-35000;1
339806;718;48800;0
339806;718;-1500;1
339806;723;87000;1
339806;725;10000;1
339806;733;1463000;1
339806;743;147000;1
339806;743;401000;1
339806;761;29500;1
339806;774;-42700;1
339806;785;29500;1
339806;853;46000;1
339806;864;20000;1
340000;240;25000;1
340000;300;14000;1
340000;373;32400;1
340000;385;-11300;1
340000;583;0;0
340000;631;0;0
340000;654;73500;1
340000;707;23000;1
340000;710;23000;1
340000;725;9000;1
340000;732;319300;1
340000;736;-90800;1
340000;755;9000;1
340000;804;49000;1
340291;704;59500;0
341000;705;0;1
341000;787;0;1
341200;704;32000;1
341748;590;22200;1
342000;582;54000;0
342000;688;-42000;1
342718;710;8000;0
343000;683;200000;1
343137;655;54000;1
343137;675;0;1
343137;677;35000;1
343137;683;25000;1
343137;687;110000;1
343137;695;84700;1
343137;705;0;1
343137;712;44000;0
343137;717;39500;1
343137;725;75000;1
343137;744;44000;0
343200;714;160800;1
344100;755;24000;1
344100;767;24000;1
344660;717;80000;1
345000;668;70000;1
345000;731;126800;1
345146;669;0;0
345200;697;54000;1
345200;774;54000;1
345366;622;1100;1
345964;649;93000;0
346019;695;-9800;1
346214;668;0;0
346214;672;0;0
346602;743;28000;1
346602;769;45400;1
347000;714;106000;1
347573;619;0;1
347767;723;42000;0
348000;667;92000;1
348350;677;60000;1
348700;723;-14500;1
349000;684;0;1
349000;765;0;1
349500;806;100000;1
349500;824;100000;1
349515;595;0;1
349515;600;32000;1
349515;637;-12000;1
349515;637;25000;1
349515;643;0;1
349515;651;0;1
349515;661;0;1
349515;686;28000;1
349515;700;33000;1
349515;701;25000;1
349515;706;-12000;1
349515;707;0;1
349515;712;50000;1
349515;718;110000;1
349515;723;1000;0
349515;728;73500;1
349515;732;33000;1
349515;737;99000;0
349515;738;99000;1
349515;751;50000;1
349515;769;50000;1
349515;831;40000;1
349515;838;40000;1
349515;874;12800;1
350000;234;70000;0
350000;254;40000;1
350000;260;25000;1
350000;269;95000;0
350000;300;-18500;1
350000;302;293800;1
350000;302;40000;1
350000;302;49600;1
350000;306;50000;0
350000;308;88500;1
350000;309;35000;1
350000;310;-33800;1
350000;311;50000;1
350000;314;30000;1
350000;328;50000;0
350000;328;30000;1
350000;334;48000;1
350000;334;88500;1
350000;334;169000;1
350000;337;50800;1
350000;339;40000;1
350000;343;48000;1
350000;344;129100;1
350000;352;-17500;1
350000;355;31800;1
350000;370;23000;1
350000;376;53800;1
350000;378;125000;1
350000;382;40000;1
350000;385;45600;1
350000;385;36000;1
350000;388;88360;1
350000;388;16800;1
350000;390;58100;1
350000;551;0;0
350000;589;15000;0
350000;589;0;1
350000;595;0;0
350000;599;0;0
350000;599;0;1
350000;599;50000;1
350000;604;0;0
350000;613;221700;0
350000;624;100000;0
350000;625;43000;1
350000;628;60600;1
350000;637;0;1
350000;637;-22800;1
350000;637;50800;1
350000;639;60600;1
350000;642;98500;1
350000;643;34000;1
350000;643;138400;1
350000;645;33000;1
350000;646;34000;0
350000;647;46500;1
350000;648;80000;1
350000;650;34000;1
350000;653;-9000;1
350000;655;0;0
350000;656;24000;1
350000;657;0;1
350000;657;24000;1
350000;660;30000;1
350000;662;44000;1
350000;662;98500;1
350000;663;27000;0
350000;665;0;1
350000;667;74000;1
350000;668;-10000;0
350000;669;24000;0
350000;669;321500;1
350000;670;0;0
350000;672;40000;1
350000;673;69000;1
350000;675;54400;1
350000;676;0;1
350000;676;61500;0
350000;676;226000;1
350000;679;40000;1
350000;679;69000;1
350000;680;-28000;0
350000;681;0;0
350000;682;0;0
350000;682;-26000;1
350000;682;60000;1
350000;685;50000;1
350000;686;43500;1
350000;687;100000;1
350000;687;36000;1
350000;689;40000;1
350000;691;135000;0
350000;692;50000;1
350000;692;57900;1
350000;693;0;0
350000;693;0;1
350000;693;-8900;1
350000;694;134000;1
350000;697;60000;0
350000;697;100800;0
350000;698;-80000;0
350000;698;48800;1
350000;699;30000;1
350000;700;0;1
350000;702;50000;1
350000;704;0;1
350000;704;31000;1
350000;705;37900;1
350000;706;60000;0
350000;707;70000;0
350000;707;38000;1
350000;709;128000;1
350000;710;15500;0
350000;710;100000;0
350000;711;70000;0
350000;711;40000;1
350000;712;132000;1
350000;713;-80000;0
350000;713;38000;1
350000;714;35400;1
350000;715;0;1
350000;716;75000;1
350000;717;-21000;1
350000;718;82300;1
350000;718;28000;1
350000;722;52800;1
350000;726;30000;1
350000;731;-54900;1
350000;736;65000;1
350000;736;129500;1
350000;740;-21000;1
350000;741;60000;0
350000;741;7000;1
350000;743;28220;1
350000;745;54500;1
350000;747;-50100;1
350000;747;35400;1
350000;749;50000;1
350000;750;20000;0
350000;751;54500;1
350000;753;156000;1
350000;758;52300;0
350000;759;65000;1
350000;763;90000;1
350000;767;-28400;1
350000;767;67000;1
350000;768;97500;0
350000;777;36000;1
350000;777;57900;1
350000;778;132000;1
350000;782;65000;1
350000;787;28220;1
350000;796;1745000;0
350000;800;-8900;1
350000;807;56500;1
350000;808;207000;1
350000;835;97500;0
350000;840;50000;1
350000;841;2000;0
350000;846;27200;1
350000;846;67000;1
350000;852;45000;1
350485;595;24000;0
350485;666;47500;1
350485;712;43200;1
350485;732;50000;1
350500;633;25300;1
350500;715;25300;1
350500;812;47000;1
350500;814;47000;1
350500;818;47000;1
351000;606;60000;0
351000;636;157000;1
351300;705;-25000;1
351456;642;0;1
351456;684;110000;1
351500;714;95000;1
351800;575;0;0
351800;642;40100;0
351942;589;40200;1
351942;613;0;0
351942;633;50000;1
351942;648;58000;0
351942;657;58000;0
351942;657;50000;1
351942;660;132000;1
351942;668;29300;1
351942;679;60000;1
351942;686;-32700;0
351942;688;-100000;0
351942;707;0;1
351942;711;60000;1
351942;713;0;1
352000;682;63400;0
352200;824;2973600;1
352200;893;2973600;1
352427;640;35000;1
352427;643;0;1
352427;666;0;1
352427;671;27400;1
352427;682;0;0
352427;687;0;1
352427;698;0;1
352718;685;0;0
352913;678;80000;1
352941;724;140000;1
352941;737;-25800;1
352941;778;20600;1
352941;849;-25800;1
353000;685;-17800;1
353000;718;-10000;1
353000;760;-10000;1
353398;637;0;1
353398;668;-36800;1
353398;691;0;1
353500;741;27000;1
354000;683;63000;1
354000;706;59900;1
354000;739;63000;1
354000;743;59900;1
354118;736;30000;1
354369;648;-28800;1
354369;662;0;0
354369;665;63000;1
354369;666;60000;1
354369;666;93000;1
354369;684;63000;1
354902;767;15000;0
354951;618;95000;1
354951;661;45000;1
354951;706;45000;1
355000;640;66000;1
355000;688;68500;1
355000;696;40500;1
355000;697;40500;1
355000;776;-59000;1
355000;816;230000;1
355200;674;43000;0
355392;691;28000;1
355392;722;28000;1
355500;686;-54100;1
355500;731;21900;0
355700;701;-40000;1
355700;712;-40000;1
355922;722;50000;1
356373;691;150500;1
356373;695;150500;1
356569;728;70000;1
356569;792;69600;0
356569;811;60000;0
356796;704;50000;1
356863;847;-11800;1
357000;733;60000;1
357353;739;30000;1
357353;866;30000;1
357600;689;53000;1
357600;767;53000;1
357767;676;0;1
358000;704;54300;1
358000;781;54300;1
358333;653;-8000;1
358500;683;-3000;1
358500;686;-3000;1
358738;637;0;1
358738;639;0;1
358738;645;0;1
358800;674;70150;1
358824;698;40000;1
358824;718;40000;1
359126;717;90000;1
359223;623;0;0
359223;637;0;0
359223;661;0;0
359223;670;33600;1
359223;679;0;1
359223;689;138400;0
359223;694;0;1
359223;695;0;1
359223;699;0;1
359223;705;0;1
359223;712;0;1
360000;278;220000;1
360000;549;29000;0
360000;571;0;0
360000;580;67000;0
360000;599;10000;1
360000;605;80000;0
360000;645;110000;0
360000;674;78000;0
360000;688;36700;1
360000;694;30000;1
360000;712;64000;1
360000;714;61100;0
360000;716;-8000;1
360000;729;168000;1
360000;731;64000;1
360000;732;22000;1
360000;738;46000;1
360000;739;0;1
360000;743;63000;1
360000;751;158000;1
360000;771;-48400;1
360194;693;-34300;1
360194;713;-6500;1
360194;723;20500;1
360194;747;-6500;1
360784;761;60500;1
360784;767;60500;1
361000;687;-64800;1
361000;699;-64800;1
361500;687;0;1
361500;741;0;1
361650;680;0;0
361650;692;0;0
361650;694;1085600;0
362136;662;0;0
362136;690;0;1
363000;366;100000;1
363000;657;69200;0
363000;681;-36000;1
363000;686;-70000;1
363000;721;69200;0
363000;775;-36000;1
363400;694;70000;1
363400;699;70000;1
364078;704;-100000;1
364078;774;30000;1
364078;825;30000;1
364757;657;65000;1
364757;662;65000;1
365000;642;76700;0
365000;705;25500;1
366019;642;32000;1
366019;691;32000;1
366600;660;55000;0
366800;655;269000;0
366990;693;0;1
366990;705;0;1
366990;747;63450;1
367476;709;90000;1
367500;714;69500;1
368000;687;-77900;1
368738;703;21800;1
368932;571;0;0
368932;617;0;1
368932;640;45000;0
368932;647;500;1
